Station,Date,Time,Cl-Tot,NH4N,NO2N,NO3N,O2-Dis,O2-Dis-Sat,TIP,TP,Station Identifier,Latitude,Longitude
NLD00058,2019-03-18,,120.0,0.045579963,0.00304878,0.42212258,11.9,98.0,0.0779,0.11,RO281,52.24094,4.723240000000001
NLD00058,2019-04-15,,120.0,0.070815888,0.0053963406,0.26410878,11.9,103.0,0.0114,0.044,RO281,52.24094,4.723240000000001
NLD00058,2019-05-15,,128.0,0.08851986,0.00304878,0.2708808,10.9,105.0,0.0493,0.061,RO281,52.24094,4.723240000000001
NLD00058,2019-06-12,,129.0,0.074154795,0.00304878,0.23250602,9.4,99.0,0.0759,0.089,RO281,52.24094,4.723240000000001
NLD00058,2019-07-08,,134.0,0.12268542,0.00304878,0.163205682,7.6,84.0,0.0491,0.08,RO281,52.24094,4.723240000000001
NLD00058,2019-08-06,,142.0,0.10793211,0.0032926824,0.070203274,7.5,86.0,0.0578,0.093,RO281,52.24094,4.723240000000001
NLD00058,2019-09-02,,141.0,0.12190893,0.00304878,0.023476336,7.9,89.0,0.0782,0.093,RO281,52.24094,4.723240000000001
NLD00058,2019-10-02,,143.0,0.057382611,0.00304878,0.160496874,9.5,93.0,0.138,0.16,RO281,52.24094,4.723240000000001
NLD00058,2019-11-06,,140.0,0.053655459,0.00304878,0.203386334,10.7,94.0,0.141,0.15,RO281,52.24094,4.723240000000001
NLD00058,2019-12-02,,130.0,0.066156948,0.00304878,0.31828494,11.6,92.0,0.144,0.16,RO281,52.24094,4.723240000000001
NLD00058,2020-01-07,,113.0,0.08929635,0.00609756,0.41083588,12.9,100.0,0.144,0.15,RO281,52.24094,4.723240000000001
NLD00058,2020-02-05,,107.0,0.075630126,0.0040548774,0.47178406,12.1,98.0,0.135,0.15,RO281,52.24094,4.723240000000001
NLD00058,2020-03-02,,99.8,0.072135921,0.0043902432,0.49887214,11.7,94.0,0.108,0.13,RO281,52.24094,4.723240000000001
NLD00058,2020-04-16,,93.5,0.0232947,0.0078658524,0.38149046,12.8,117.0,0.0286,0.06,RO281,52.24094,4.723240000000001
NLD00058,2020-05-13,,101.0,0.07997847,0.003963414,0.28442484,9.8,94.0,0.042,0.051,RO281,52.24094,4.723240000000001
NLD00058,2020-06-09,,110.0,0.08230794,0.00304878,0.17494385,9.4,95.0,0.0117,0.055,RO281,52.24094,4.723240000000001
NLD00058,2020-07-08,,126.0,0.07143708,0.00304878,0.149661642,9.0,94.0,0.077,0.086,RO281,52.24094,4.723240000000001
NLD00058,2020-08-04,,134.0,0.028419534,0.00304878,0.145146962,9.1,102.0,0.0854,0.098,RO281,52.24094,4.723240000000001
NLD00058,2020-09-04,,178.0,0.04193046,0.005792682,0.173137978,9.6,101.0,0.075,0.11,RO281,52.24094,4.723240000000001
NLD00058,2020-10-12,,137.0,0.0854139,0.00304878,0.118284616,10.4,95.0,0.129,0.15,RO281,52.24094,4.723240000000001
NLD00058,2020-11-09,,136.0,0.049151817,0.00304878,0.203386334,10.6,94.0,0.148,0.15,RO281,52.24094,4.723240000000001
NLD00058,2020-12-08,,152.0,0.1087086,0.00304878,0.197291516,12.1,96.0,0.183,0.16,RO281,52.24094,4.723240000000001
NLD00059,2015-01-28,,120.0,0.256,0.028,,11.5,89.0,,0.24,RO300,52.19176,4.51593
NLD00059,2015-02-10,,120.0,0.272,0.034,,12.0,88.0,,0.26,RO300,52.19176,4.51593
NLD00059,2015-03-10,,110.0,0.225,0.027,,11.6,93.0,,0.22,RO300,52.19176,4.51593
NLD00059,2015-04-07,,110.0,0.073,0.02,,11.7,96.0,,0.2,RO300,52.19176,4.51593
NLD00059,2015-05-11,,130.0,0.078,0.005,,9.5,93.0,,0.17,RO300,52.19176,4.51593
NLD00059,2015-06-11,,130.0,0.074,0.006,,9.2,94.0,,0.18,RO300,52.19176,4.51593
NLD00059,2015-07-16,,130.0,0.077,0.006,,8.1,94.0,,0.15,RO300,52.19176,4.51593
NLD00059,2015-08-13,,120.0,0.051,0.006,,10.3,117.0,,0.18,RO300,52.19176,4.51593
NLD00059,2015-09-08,,130.0,0.046,0.004,,9.1,92.0,,0.22,RO300,52.19176,4.51593
NLD00059,2015-10-05,,120.0,0.035,0.007,,8.7,86.0,,0.26,RO300,52.19176,4.51593
NLD00059,2015-11-05,,130.0,0.148,0.004,,9.0,82.0,,0.24,RO300,52.19176,4.51593
NLD00059,2015-12-03,,140.0,0.148,0.008,,11.6,97.0,,0.22,RO300,52.19176,4.51593
NLD00059,2016-01-11,,120.0,0.1863576,0.019207314,,11.0,92.0,0.19,0.23,RO300,52.19176,4.51593
NLD00059,2016-02-15,,100.0,0.1087086,0.020121948,,11.3,91.0,0.14,0.18,RO300,52.19176,4.51593
NLD00059,2016-03-08,,95.0,0.05746026,0.007926828,,11.2,88.0,0.14,0.16,RO300,52.19176,4.51593
NLD00059,2016-04-07,,100.0,0.05746026,0.004268292,,11.0,96.0,0.096,0.14,RO300,52.19176,4.51593
NLD00059,2016-05-02,,110.0,0.1164735,0.003658536,,10.6,96.0,0.094,0.12,RO300,52.19176,4.51593
NLD00059,2016-06-09,,110.0,0.03261258,0.003353658,,9.6,109.0,0.1,0.15,RO300,52.19176,4.51593
NLD00059,2016-07-11,,99.0,0.0854139,0.00762195,,7.8,85.0,0.19,0.23,RO300,52.19176,4.51593
NLD00059,2016-08-08,,100.0,0.06600165,0.008536584,,7.8,87.0,0.18,0.2,RO300,52.19176,4.51593
NLD00059,2016-09-05,,110.0,0.04891887,0.008231706,,7.8,88.0,0.18,0.2,RO300,52.19176,4.51593
NLD00059,2016-10-03,,130.0,0.1009437,0.003963414,,8.2,85.0,0.18,0.19,RO300,52.19176,4.51593
NLD00059,2016-11-03,,130.0,0.04969536,0.008841462,,9.0,82.0,0.18,0.19,RO300,52.19176,4.51593
NLD00059,2016-12-01,,130.0,0.1320033,0.004268292,,10.6,86.0,0.18,0.21,RO300,52.19176,4.51593
NLD00059,2017-01-09,,129.0,0.13821522,0.0068292672,,11.9,90.0,0.197,0.22,RO300,52.19176,4.51593
NLD00059,2017-02-06,,133.0,0.14132118,0.0073780476,,12.2,93.0,0.177,0.23,RO300,52.19176,4.51593
NLD00059,2017-03-06,,123.0,0.1785927,0.0143597538,,11.9,95.0,0.172,0.19,RO300,52.19176,4.51593
NLD00059,2017-04-03,,130.0,0.11492052,0.0094817058,,10.5,97.0,0.129,0.15,RO300,52.19176,4.51593
NLD00059,2017-05-15,,141.0,0.20421687,0.0037195116,,9.7,97.0,0.118,0.15,RO300,52.19176,4.51593
NLD00059,2017-06-12,,139.0,0.038902149,0.0055792674,,9.4,101.0,0.122,0.16,RO300,52.19176,4.51593
NLD00059,2017-07-11,,142.0,0.0232947,0.007012194,,13.1,151.0,0.0607,0.14,RO300,52.19176,4.51593
NLD00059,2017-08-07,,142.0,0.050704797,0.0042378042,,9.2,101.0,0.174,0.18,RO300,52.19176,4.51593
NLD00059,2017-09-04,,141.0,0.066079299,0.00304878,,10.2,111.0,0.134,0.17,RO300,52.19176,4.51593
NLD00059,2017-10-03,,124.0,0.073844199,0.0071341452,,8.1,81.0,0.283,0.28,RO300,52.19176,4.51593
NLD00059,2017-10-31,,117.0,0.08696688,0.006859755,,9.0,85.0,0.181,0.26,RO300,52.19176,4.51593
NLD00059,2017-12-19,,127.0,0.1708278,0.0069207306,,12.3,94.0,0.193,0.24,RO300,52.19176,4.51593
NLD00059,2018-01-11,,112.0,0.27021852,0.0144207294,0.33408632,11.8,92.0,0.271,0.25,RO300,52.19176,4.51593
NLD00059,2018-02-08,,106.0,0.24381786,0.0238719474,0.451468,11.8,91.0,0.175,0.22,RO300,52.19176,4.51593
NLD00059,2018-03-16,,112.0,0.18402813,0.0200304846,0.47855608,12.6,95.0,0.196,0.22,RO300,52.19176,4.51593
NLD00059,2018-04-04,,124.0,0.12190893,0.0144207294,0.45824002,11.9,96.0,0.17,0.19,RO300,52.19176,4.51593
NLD00059,2018-05-16,,125.0,0.10793211,0.0044512188,0.23927804,8.8,94.0,0.13,0.19,RO300,52.19176,4.51593
NLD00059,2018-06-11,,127.0,0.11569701,0.0055182918,0.214673034,8.7,100.0,0.183,0.19,RO300,52.19176,4.51593
NLD00059,2018-07-13,,143.0,0.11569701,0.0045426822,0.165237288,8.2,92.0,0.141,0.17,RO300,52.19176,4.51593
NLD00059,2018-08-07,,144.0,0.14520363,0.00304878,0.00677202,14.0,172.0,0.108,0.2,RO300,52.19176,4.51593
NLD00059,2018-09-05,,130.0,0.17005131,0.0032621946,0.105643512,9.9,108.0,0.128,0.2,RO300,52.19176,4.51593
NLD00059,2018-10-18,,133.0,0.09706125,0.0052743894,0.27991016,8.8,88.0,0.152,0.17,RO300,52.19176,4.51593
NLD00059,2018-11-16,,157.0,0.12967383,0.004725609,0.33408632,9.6,83.0,0.2,0.18,RO300,52.19176,4.51593
NLD00059,2018-12-10,,164.0,0.09706125,0.0075304866,0.35214504,11.2,92.0,0.173,0.2,RO300,52.19176,4.51593
NLD00059,2019-01-07,,165.0,0.11181456,0.012499998,0.38149046,11.3,90.0,0.182,0.21,RO300,52.19176,4.51593
NLD00059,2019-02-14,,152.0,0.19334601,0.0115548762,0.50112948,12.1,94.0,0.142,0.14,RO300,52.19176,4.51593
NLD00059,2019-03-18,,130.0,0.10249668,0.0117073152,0.67268732,11.6,95.0,0.119,0.14,RO300,52.19176,4.51593
NLD00059,2019-04-15,,138.0,0.11957946,0.009908535,0.4063212,12.2,107.0,0.101,0.21,RO300,52.19176,4.51593
NLD00059,2019-05-15,,144.0,0.17393376,0.0080487792,0.34763036,10.2,99.0,0.114,0.13,RO300,52.19176,4.51593
NLD00059,2019-06-12,,140.0,0.08153145,0.007012194,0.31377026,8.9,94.0,0.134,0.16,RO300,52.19176,4.51593
NLD00059,2019-07-08,,145.0,0.09939072,0.0053048772,0.17494385,8.9,101.0,0.117,0.14,RO300,52.19176,4.51593
NLD00059,2019-08-06,,137.0,0.23682945,0.0081402426,0.169977702,7.4,85.0,0.173,0.2,RO300,52.19176,4.51593
NLD00059,2019-09-02,,146.0,0.049928307,0.0035365848,0.133408794,10.2,115.0,0.105,0.16,RO300,52.19176,4.51593
NLD00059,2019-10-02,,142.0,0.060333273,0.00304878,0.23250602,8.7,87.0,0.155,0.18,RO300,52.19176,4.51593
NLD00059,2019-11-06,,144.0,0.29817216,0.0047865846,0.31377026,8.8,79.0,0.226,0.22,RO300,52.19176,4.51593
NLD00059,2019-12-02,,128.0,0.10249668,0.0049695114,0.36794642,10.0,81.0,0.201,0.23,RO300,52.19176,4.51593
NLD00059,2020-01-07,,112.0,0.05590728,0.010975608,0.4627547,10.9,86.0,0.173,0.2,RO300,52.19176,4.51593
NLD00059,2020-02-05,,113.0,0.077649,0.0064634136,0.4966148,11.5,93.0,0.141,0.17,RO300,52.19176,4.51593
NLD00059,2020-03-03,,104.0,0.22052316,0.0178048752,0.45824002,11.4,92.0,0.105,0.13,RO300,52.19176,4.51593
NLD00059,2020-04-02,,86.5,0.064759266,0.03353658,0.44469598,11.2,93.0,0.121,0.14,RO300,52.19176,4.51593
NLD00059,2020-05-05,,98.4,0.12812085,0.006402438,0.26636612,9.6,91.0,0.052,0.083,RO300,52.19176,4.51593
NLD00059,2020-06-02,,120.0,0.07143708,0.006402438,0.2483074,10.2,110.0,0.083,0.1,RO300,52.19176,4.51593
NLD00059,2020-07-01,,123.0,0.10560264,0.0059146332,0.189842294,7.8,86.0,0.158,0.16,RO300,52.19176,4.51593
NLD00059,2020-08-05,,135.0,0.051791883,0.005487804,0.216027438,9.0,102.0,0.131,0.16,RO300,52.19176,4.51593
NLD00059,2020-09-02,,139.0,0.055286088,0.006707316,0.25282208,7.9,84.0,0.176,0.21,RO300,52.19176,4.51593
NLD00059,2020-10-06,,134.0,0.09162582,0.003963414,0.22799134,8.6,84.0,0.174,0.16,RO300,52.19176,4.51593
NLD00059,2020-11-05,,139.0,0.19489899,0.0113414616,0.33182898,9.2,84.0,0.198,0.19,RO300,52.19176,4.51593
NLD00059,2020-12-01,,123.0,0.02795364,0.003963414,0.3837478,9.3,79.0,0.186,0.21,RO300,52.19176,4.51593
NLD00059,2021-01-05,,127.0,0.1087086,0.008841462,0.39729184,,,0.162,0.19,RO300,52.19176,4.51593
NLD00059,2021-02-02,,114.0,0.14520363,0.0112499982,0.44695332,,,0.155,0.18,RO300,52.19176,4.51593
NLD00059,2021-03-03,,125.0,0.11026158,0.011280486,0.48307076,,,0.164,0.21,RO300,52.19176,4.51593
NLD00059,2021-04-01,,129.0,0.062662743,0.0089634132,0.44243864,,,0.1,0.12,RO300,52.19176,4.51593
NLD00059,2021-05-05,,137.0,0.06522516,0.006707316,0.31828494,,,0.048,0.087,RO300,52.19176,4.51593
NLD00059,2021-06-01,,148.0,0.12113244,0.0060670722,0.27313814,,,0.0857,0.12,RO300,52.19176,4.51593
NLD00059,2021-07-01,,143.0,0.12734436,0.00762195,0.160496874,,,0.189,0.23,RO300,52.19176,4.51593
NLD00059,2021-08-02,,142.0,0.08696688,0.011280486,0.00677202,,,0.155,0.2,RO300,52.19176,4.51593
NLD00059,2021-09-01,,122.0,0.041852811,0.0070426818,0.2483074,,,0.155,0.17,RO300,52.19176,4.51593
NLD00059,2021-10-01,,133.0,0.05590728,0.005487804,0.26862346,,,0.137,0.27,RO300,52.19176,4.51593
NLD00059,2021-11-01,,127.0,0.11724999,0.00304878,0.29796888,,,0.172,0.18,RO300,52.19176,4.51593
NLD00059,2021-12-02,,125.0,0.20499336,0.0121646322,0.37697578,,,0.181,0.23,RO300,52.19176,4.51593
NLD00060,2016-01-11,,190.0,0.2562417,,,10.9,91.0,0.91,0.91,RO308,52.40019,4.67428
NLD00060,2016-01-28,,170.0,0.4115397,,,11.6,94.0,0.85,0.94,RO308,52.40019,4.67428
NLD00060,2016-02-08,,210.0,0.3960099,,,11.4,98.0,0.84,0.92,RO308,52.40019,4.67428
NLD00060,2016-02-23,,190.0,0.2407119,,,11.8,95.0,0.72,0.74,RO308,52.40019,4.67428
NLD00060,2016-03-29,,180.0,0.1242384,,,11.2,96.0,0.62,0.69,RO308,52.40019,4.67428
NLD00060,2016-04-11,,220.0,0.1009437,,,10.7,96.0,0.51,0.55,RO308,52.40019,4.67428
NLD00060,2016-04-18,,290.0,0.07066059,,,10.5,96.0,0.45,0.52,RO308,52.40019,4.67428
NLD00060,2016-04-25,,330.0,0.0931788,,,10.0,91.0,0.45,0.5,RO308,52.40019,4.67428
NLD00060,2016-05-11,,350.0,0.0854139,,,9.8,104.0,0.35,0.42,RO308,52.40019,4.67428
NLD00060,2016-05-26,,420.0,0.2407119,,,8.3,85.0,0.44,0.52,RO308,52.40019,4.67428
NLD00060,2016-06-10,,310.0,0.0232947,,,13.4,155.0,0.5,0.68,RO308,52.40019,4.67428
NLD00060,2016-06-24,,260.0,0.2562417,,,5.1,56.0,0.45,0.62,RO308,52.40019,4.67428
NLD00060,2016-07-04,,370.0,0.1164735,,,9.2,99.0,0.76,0.83,RO308,52.40019,4.67428
NLD00060,2016-07-18,,380.0,0.0232947,,,11.7,134.0,0.77,0.8,RO308,52.40019,4.67428
NLD00060,2016-08-04,,570.0,0.1242384,,,7.0,77.0,0.81,0.78,RO308,52.40019,4.67428
NLD00060,2016-08-16,,590.0,0.0931788,,,8.8,102.0,0.85,0.83,RO308,52.40019,4.67428
NLD00060,2016-09-12,,550.0,0.1708278,,,6.6,75.0,0.77,0.84,RO308,52.40019,4.67428
NLD00060,2016-09-26,,520.0,0.1164735,,,6.1,65.0,0.81,0.82,RO308,52.40019,4.67428
NLD00060,2016-10-10,,380.0,0.2096523,,,8.2,80.0,0.77,0.8,RO308,52.40019,4.67428
NLD00060,2016-10-24,,510.0,0.2562417,,,8.6,78.0,0.8,0.87,RO308,52.40019,4.67428
NLD00060,2016-11-07,,500.0,0.3338907,,,9.1,79.0,0.87,0.84,RO308,52.40019,4.67428
NLD00060,2016-11-21,,430.0,0.4193046,,,10.4,90.0,0.86,0.9,RO308,52.40019,4.67428
NLD00060,2016-12-08,,290.0,0.4193046,,,10.8,83.0,1.0,0.96,RO308,52.40019,4.67428
NLD00060,2016-12-19,,300.0,0.4736589,,,10.8,85.0,0.84,0.92,RO308,52.40019,4.67428
NLD00060,2018-01-04,,156.0,0.52568373,0.0142682904,0.49887214,11.8,96.0,0.728,0.83,RO308,52.40019,4.67428
NLD00060,2018-02-12,,149.0,0.38203308,0.0125304858,0.58239372,12.1,92.0,0.827,0.74,RO308,52.40019,4.67428
NLD00060,2018-03-14,,253.0,0.15219204,0.008384145,0.51693086,14.1,109.0,0.609,0.66,RO308,52.40019,4.67428
NLD00060,2018-04-12,,278.0,0.15452151,0.0084756084,0.36794642,10.9,100.0,0.471,0.52,RO308,52.40019,4.67428
NLD00060,2018-05-07,,273.0,0.17703972,0.0091158522,0.223702394,9.2,93.0,0.435,0.43,RO308,52.40019,4.67428
NLD00060,2018-06-06,,321.0,0.14830959,0.0123780468,0.28893952,6.6,76.0,0.648,0.66,RO308,52.40019,4.67428
NLD00060,2018-07-05,,643.0,0.032069037,0.00304878,0.014108375,11.4,128.0,0.6,0.62,RO308,52.40019,4.67428
NLD00060,2018-08-17,,520.0,0.11026158,0.006707316,0.089616398,8.1,91.0,0.748,0.87,RO308,52.40019,4.67428
NLD00060,2018-09-13,,334.0,0.20654634,0.0078353646,0.16252848,9.1,99.0,0.858,0.86,RO308,52.40019,4.67428
NLD00060,2018-10-08,,321.0,0.19722846,0.014939022,0.25282208,8.0,78.0,0.662,0.69,RO308,52.40019,4.67428
NLD00060,2018-11-07,,362.0,0.24381786,0.0107926812,0.30248356,9.6,83.0,0.687,0.62,RO308,52.40019,4.67428
NLD00060,2018-12-13,,306.0,0.35407944,0.011585364,0.41309322,11.3,89.0,0.884,0.83,RO308,52.40019,4.67428
NLD00060,2019-01-09,,274.0,0.38436255,0.0161890218,0.45372534,12.6,101.0,0.798,0.81,RO308,52.40019,4.67428
NLD00060,2019-02-04,,238.0,0.36572679,0.0116158518,0.5304749,11.8,88.0,0.713,0.67,RO308,52.40019,4.67428
NLD00060,2019-03-07,,234.0,0.19179303,0.0113414616,0.53498958,11.5,98.0,0.565,0.52,RO308,52.40019,4.67428
NLD00060,2019-04-01,,209.0,0.14908608,0.0103353642,0.48081342,11.0,100.0,0.485,0.48,RO308,52.40019,4.67428
NLD00060,2019-05-02,,289.0,0.1863576,0.0054573162,0.32279962,8.7,84.0,0.349,0.36,RO308,52.40019,4.67428
NLD00060,2019-06-06,,425.0,0.10793211,0.0076829256,0.212415694,11.9,103.0,0.405,0.47,RO308,52.40019,4.67428
NLD00060,2019-07-03,,303.0,0.08929635,0.009603657,0.19074523,7.6,88.0,0.75,0.74,RO308,52.40019,4.67428
NLD00060,2019-08-09,,520.0,0.1009437,0.009908535,0.146952834,8.4,95.0,0.745,0.74,RO308,52.40019,4.67428
NLD00060,2019-09-23,,479.0,0.17703972,0.0105487788,0.209255418,7.6,80.0,0.677,0.65,RO308,52.40019,4.67428
NLD00060,2019-10-16,,261.0,0.36262083,0.0180487776,0.2370207,9.1,87.0,0.831,0.87,RO308,52.40019,4.67428
NLD00060,2019-11-13,,231.0,0.43250493,0.0223780452,0.3724611,9.9,83.0,0.917,0.9,RO308,52.40019,4.67428
NLD00060,2019-12-05,,184.0,0.54820194,0.013871949,0.42212258,9.7,78.0,0.815,0.81,RO308,52.40019,4.67428
NLD00060,2020-01-20,,183.0,0.3494205,0.0154268268,0.52144554,11.9,95.0,0.66,0.68,RO308,52.40019,4.67428
NLD00060,2020-02-13,,195.0,0.23915892,0.0116463396,0.51693086,12.9,102.0,0.381,0.41,RO308,52.40019,4.67428
NLD00060,2020-03-11,,133.0,0.22751157,0.010060974,0.5079015,10.9,91.0,0.336,0.4,RO308,52.40019,4.67428
NLD00060,2020-04-07,,143.0,0.13821522,0.004878048,0.48984278,10.9,94.0,0.37,0.35,RO308,52.40019,4.67428
NLD00060,2020-05-06,,212.0,0.17626323,0.0075914622,0.37697578,9.3,96.0,0.335,0.36,RO308,52.40019,4.67428
NLD00060,2020-06-04,,336.0,0.06289569,0.008841462,0.28668218,10.4,113.0,0.399,0.47,RO308,52.40019,4.67428
NLD00060,2020-07-08,,416.0,0.23993541,0.010518291,0.225734,8.1,86.0,0.642,0.65,RO308,52.40019,4.67428
NLD00060,2020-08-20,,363.0,0.0232947,0.0042073164,0.060270978,10.4,124.0,0.556,0.61,RO308,52.40019,4.67428
NLD00060,2020-09-17,,407.0,0.20499336,0.0153048756,0.219639182,8.6,93.0,0.776,0.78,RO308,52.40019,4.67428
NLD00060,2020-10-15,,267.0,0.4037748,0.0193902408,0.2708808,8.4,77.0,0.861,0.82,RO308,52.40019,4.67428
NLD00060,2020-11-26,,337.0,0.32845527,0.0183841434,0.39277716,10.4,90.0,0.768,0.75,RO308,52.40019,4.67428
NLD00060,2020-12-22,,293.0,0.29661918,0.0126829248,0.45598268,11.5,97.0,0.663,0.63,RO308,52.40019,4.67428
NLD00061,2015-01-06,,210.0,0.14,0.003,,11.3,91.0,,0.16,RO371,52.13689,4.68316
NLD00061,2015-02-03,,130.0,0.186,0.003,,5.8,88.0,,0.15,RO371,52.13689,4.68316
NLD00061,2015-03-05,,120.0,0.248,0.005,,11.9,90.0,,0.15,RO371,52.13689,4.68316
NLD00061,2015-04-13,,120.0,0.109,0.052,,11.8,99.0,,0.14,RO371,52.13689,4.68316
NLD00061,2015-05-13,,130.0,0.036,0.006,,10.5,97.0,,0.11,RO371,52.13689,4.68316
NLD00061,2015-06-11,,130.0,0.078,0.011,,10.1,100.0,,0.13,RO371,52.13689,4.68316
NLD00061,2015-07-06,,130.0,0.035,0.017,,12.2,132.0,,0.12,RO371,52.13689,4.68316
NLD00061,2015-08-04,,130.0,0.037,0.028,,9.6,105.0,,0.14,RO371,52.13689,4.68316
NLD00061,2015-09-17,,120.0,0.025,0.005,,7.8,84.0,,0.14,RO371,52.13689,4.68316
NLD00061,2015-10-12,,130.0,0.065,0.003,,7.9,76.0,,0.16,RO371,52.13689,4.68316
NLD00061,2015-11-09,,130.0,0.033,0.003,,8.5,81.0,,0.15,RO371,52.13689,4.68316
NLD00061,2015-12-07,,130.0,0.035,0.049,,10.4,91.0,,0.15,RO371,52.13689,4.68316
NLD00061,2016-01-19,,130.0,0.1164735,0.005487804,,9.7,80.0,0.14,0.14,RO371,52.13689,4.68316
NLD00061,2016-02-17,,120.0,0.1708278,0.005487804,,12.4,95.0,0.13,0.15,RO371,52.13689,4.68316
NLD00061,2016-03-15,,120.0,0.1320033,0.017073168,,11.3,91.0,0.12,0.13,RO371,52.13689,4.68316
NLD00061,2016-04-13,,110.0,0.02484768,0.013109754,,11.4,105.0,0.091,0.12,RO371,52.13689,4.68316
NLD00061,2016-04-29,,120.0,0.04037748,0.00304878,,11.2,95.0,0.11,0.12,RO371,52.13689,4.68316
NLD00061,2016-05-11,,130.0,0.05590728,0.006402438,,11.9,115.0,0.082,0.095,RO371,52.13689,4.68316
NLD00061,2016-05-25,,120.0,0.06367218,0.004268292,,10.6,100.0,0.096,0.11,RO371,52.13689,4.68316
NLD00061,2016-06-08,,120.0,0.04736589,0.00914634,,7.7,118.0,0.089,0.12,RO371,52.13689,4.68316
NLD00061,2016-06-22,,120.0,0.1009437,0.012499998,,9.1,96.0,0.1,0.12,RO371,52.13689,4.68316
NLD00061,2016-07-06,,120.0,0.02640066,0.03353658,,8.9,94.0,0.11,0.13,RO371,52.13689,4.68316
NLD00061,2016-07-20,,110.0,0.04270695,0.017073168,,15.6,175.0,0.051,0.15,RO371,52.13689,4.68316
NLD00061,2016-08-11,,110.0,0.03960099,0.03353658,,7.1,78.0,0.11,0.13,RO371,52.13689,4.68316
NLD00061,2016-08-17,,120.0,0.02484768,0.005182926,,7.6,83.0,0.12,0.13,RO371,52.13689,4.68316
NLD00061,2016-08-31,,120.0,0.05590728,0.00914634,,7.3,82.0,0.12,0.15,RO371,52.13689,4.68316
NLD00061,2016-09-15,,120.0,0.1087086,0.00304878,,9.6,110.0,0.12,0.18,RO371,52.13689,4.68316
NLD00061,2016-09-27,,130.0,0.1164735,0.008231706,,7.1,79.0,0.14,0.14,RO371,52.13689,4.68316
NLD00061,2016-10-11,,130.0,0.07066059,0.00304878,,8.0,82.0,0.15,0.16,RO371,52.13689,4.68316
NLD00061,2016-11-21,,130.0,0.06056622,0.00609756,,9.0,84.0,0.17,0.17,RO371,52.13689,4.68316
NLD00061,2016-12-19,,120.0,0.04891887,0.022256094,,9.5,80.0,0.17,0.18,RO371,52.13689,4.68316
NLD00061,2017-04-11,,124.0,0.0232947,0.0285670686,,13.7,128.0,0.0711,0.11,RO371,52.13689,4.68316
NLD00061,2017-04-26,,125.0,0.036339732,0.026219508,,11.2,102.0,0.087,0.094,RO371,52.13689,4.68316
NLD00061,2017-05-11,,128.0,0.08230794,0.007012194,,9.9,91.0,0.115,0.12,RO371,52.13689,4.68316
NLD00061,2017-05-23,,135.0,0.1009437,0.0073475598,,10.2,97.0,0.108,0.13,RO371,52.13689,4.68316
NLD00061,2017-06-07,,130.0,0.054431949,0.0113414616,,9.8,98.0,0.11,0.12,RO371,52.13689,4.68316
NLD00061,2017-06-20,,138.0,0.075474828,0.0154573146,,12.9,143.0,0.0792,0.12,RO371,52.13689,4.68316
NLD00061,2017-07-04,,133.0,0.09240231,0.0153658512,,8.8,97.0,0.131,0.12,RO371,52.13689,4.68316
NLD00061,2017-07-17,,131.0,0.0232947,0.028353654,,8.9,100.0,0.111,0.12,RO371,52.13689,4.68316
NLD00061,2017-07-31,,136.0,0.061575657,0.0094207302,,8.5,95.0,0.124,0.14,RO371,52.13689,4.68316
NLD00061,2017-08-15,,135.0,0.0232947,0.0096646326,,8.8,97.0,0.134,0.15,RO371,52.13689,4.68316
NLD00061,2017-08-29,,150.0,0.0232947,0.00304878,,9.7,108.0,0.154,0.17,RO371,52.13689,4.68316
NLD00061,2017-09-26,,131.0,0.0232947,0.00304878,,8.2,87.0,0.159,0.15,RO371,52.13689,4.68316
NLD00061,2018-01-05,,117.0,0.08929635,0.0031707312,0.51467352,10.8,89.0,0.138,0.14,RO371,52.13689,4.68316
NLD00061,2018-01-16,,118.0,0.20421687,0.0051524382,0.53950426,11.2,89.0,0.138,0.14,RO371,52.13689,4.68316
NLD00061,2018-02-01,,126.0,0.21664071,0.00304878,0.4966148,11.8,94.0,0.13,0.14,RO371,52.13689,4.68316
NLD00061,2018-02-12,,120.0,0.2174172,0.00304878,0.52596022,11.7,92.0,0.128,0.13,RO371,52.13689,4.68316
NLD00061,2018-02-26,,121.0,0.18558111,0.0048170724,0.49435746,12.3,85.0,0.111,0.12,RO371,52.13689,4.68316
NLD00061,2018-03-26,,126.0,0.2174172,0.026067069,0.51467352,12.5,106.0,0.11,0.11,RO371,52.13689,4.68316
NLD00061,2018-04-10,,124.0,0.18092217,0.03963414,0.49210012,12.2,103.0,0.0916,0.12,RO371,52.13689,4.68316
NLD00061,2018-04-25,,120.0,0.064603968,0.03353658,0.189842294,12.1,118.0,0.006,0.09,RO371,52.13689,4.68316
NLD00061,2018-05-09,,127.0,0.074465391,0.026067069,0.37697578,11.6,125.0,0.0357,0.069,RO371,52.13689,4.68316
NLD00061,2018-05-23,,130.0,0.14287416,0.0113109738,0.451468,9.2,89.0,0.082,0.12,RO371,52.13689,4.68316
NLD00061,2018-06-04,,119.0,0.13433277,0.0089024376,0.27539548,10.5,110.0,0.107,0.13,RO371,52.13689,4.68316
NLD00061,2018-06-20,,126.0,0.09861423,0.0169817046,0.47629874,8.7,90.0,0.106,0.16,RO371,52.13689,4.68316
